2019-11-19 10:48:26.664732: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2019-11-19 10:48:26.826185: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:998] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2019-11-19 10:48:26.827380: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x6bcbca0 executing computations on platform CUDA. Devices:
2019-11-19 10:48:26.827417: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): Tesla V100-PCIE-32GB, Compute Capability 7.0
2019-11-19 10:48:26.829536: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2200060000 Hz
2019-11-19 10:48:26.831272: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x6c347f0 executing computations on platform Host. Devices:
2019-11-19 10:48:26.831295: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-11-19 10:48:26.831866: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1433] Found device 0 with properties: 
name: Tesla V100-PCIE-32GB major: 7 minor: 0 memoryClockRate(GHz): 1.38
pciBusID: 0000:00:05.0
totalMemory: 31.72GiB freeMemory: 31.41GiB
2019-11-19 10:48:26.831881: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1512] Adding visible gpu devices: 0
2019-11-19 10:48:26.833176: I tensorflow/core/common_runtime/gpu/gpu_device.cc:984] Device interconnect StreamExecutor with strength 1 edge matrix:
2019-11-19 10:48:26.833188: I tensorflow/core/common_runtime/gpu/gpu_device.cc:990]      0 
2019-11-19 10:48:26.833194: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1003] 0:   N 
2019-11-19 10:48:26.833265: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 14616 MB memory) -> physical GPU (device: 0, name: Tesla V100-PCIE-32GB, pci bus id: 0000:00:05.0, compute capability: 7.0)
WARNING:tensorflow:From /skku/skku02/.virtualenvs/venv_gpt/lib/python3.5/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From ./src/sample.py:67: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From ./src/sample.py:72: multinomial (from tensorflow.python.ops.random_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.random.categorical instead.
WARNING:tensorflow:From /skku/skku02/.virtualenvs/venv_gpt/lib/python3.5/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /skku/skku02/.virtualenvs/venv_gpt/lib/python3.5/site-packages/tensorflow/python/ops/math_grad.py:102: div (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Deprecated in favor of operator or tf.math.divide.
WARNING:tensorflow:From /skku/skku02/.virtualenvs/venv_gpt/lib/python3.5/site-packages/tensorflow/python/training/saver.py:1266: checkpoint_exists (from tensorflow.python.training.checkpoint_management) is deprecated and will be removed in a future version.
Instructions for updating:
Use standard file APIs to check for files with this prefix.
2019-11-19 10:49:13.708551: I tensorflow/stream_executor/dso_loader.cc:152] successfully opened CUDA library libcublas.so.10.0 locally
Loading checkpoint checkpoint/pretrained/model-7760000
Loading dataset...
Training...
[2 | 8.74] loss=3.71111 avg=3.71111
[28963 | 15986.60] loss=0.14887 avg=0.40158
[28964 | 15987.10] loss=0.27208 avg=0.40029
[28965 | 15987.60] loss=0.28698 avg=0.39915
[28966 | 15988.10] loss=0.28577 avg=0.39802
[28967 | 15988.60] loss=0.34962 avg=0.39754
[28968 | 15989.11] loss=0.23044 avg=0.39587
[28969 | 15989.61] loss=0.18677 avg=0.39377
[28970 | 15990.11] loss=0.28144 avg=0.39265
[28971 | 15990.61] loss=0.34821 avg=0.39221
[28972 | 15991.11] loss=0.19983 avg=0.39028
[28973 | 15991.61] loss=0.22419 avg=0.38862
[28974 | 15992.11] loss=0.23590 avg=0.38710
[28975 | 15992.62] loss=0.17331 avg=0.38496
[28976 | 15993.12] loss=0.24536 avg=0.38356
[28977 | 15993.62] loss=0.22812 avg=0.38201
[28978 | 15994.12] loss=0.26330 avg=0.38082
[28979 | 15994.62] loss=0.12754 avg=0.37829
[28980 | 15995.12] loss=0.89396 avg=0.38344
[28981 | 15995.63] loss=0.62302 avg=0.38584
[28982 | 15996.13] loss=0.49208 avg=0.38690
[28983 | 15996.63] loss=0.28859 avg=0.38592
[28984 | 15997.13] loss=0.20319 avg=0.38409
[28985 | 15997.63] loss=0.31344 avg=0.38339
[28986 | 15998.14] loss=0.81049 avg=0.38766
[28987 | 15998.64] loss=0.61095 avg=0.38989
[28988 | 15999.14] loss=0.20664 avg=0.38806
[28989 | 15999.64] loss=0.17865 avg=0.38596
[28990 | 16000.14] loss=0.61158 avg=0.38822
[28991 | 16000.64] loss=0.57913 avg=0.39013
[28992 | 16001.14] loss=0.52674 avg=0.39149
[28993 | 16001.64] loss=0.99974 avg=0.39758
[28994 | 16002.15] loss=0.95667 avg=0.40317
[28995 | 16002.65] loss=0.25866 avg=0.40172
[28996 | 16003.15] loss=0.22978 avg=0.40000
[28997 | 16003.65] loss=0.23432 avg=0.39835
[28998 | 16004.15] loss=0.66535 avg=0.40102
[28999 | 16004.65] loss=0.27949 avg=0.39980
Generating samples...
======== SAMPLE 1 ========
['수', '있', '##지요', '.', '제목', '##도', '눈', '##에', '잘', '들어오', '##지', '않', '##는데', '‘', '그', '##들', '##의', '말', '’', '로만', '들어갔', '##다면', '지루', '##하', '##지', '않', '##았', '##을', '거', '##예요', '.', 'L', '<', '나의', '길', '>', '글쓴이', '##가', '내성', '##적', '##이', '##고', '수줍', '##어', '##하', '##는', '성격', '##인데', '학교', '##에서', '만날', '앞', '##에', '놓인', '길', '##을', '‘', '나', '##는', '나', '##다', '’', '에서', '금', '##새', '알', '##아', '##차', '##렸', '##군요', '.', '앞', '##에', '있', '##는', '길이', '##지만', '학교', '##에서', '마주친', '친구', '##들', '##의', '속마음', '##은', '정말', '따뜻', '##하고', '단단', '##해', '보였', '##어요', '.', '힘겹', '##게', '친구', '##들', '##의', '곁', '##을', '떠나', '##려', '했', '##던', '한', '여자', '##는', '너무', '완벽', '##해서', '웃음', '##을', '지어', '보였', '##고', ',', '완벽', '##하', '##게', '여자', '##의', '상처', '##를', '어', '##루', '##만', '##져', '줄', '순', '없', '##지만', '그래도', '완벽', '##하고', '완벽', '##했', '##던', '자신', '##의', '친구', '##들', '##의', '상처', '##를', '묵묵히', '다', '지우', '##고', '있', '##는', '화자', '##의', '모습', '##은', '차분', '##하고', '담담', '##하', '##게', '친구', '##의', '마음', '##을', '감싸', '##주', '##고', '있', '##네요', '.', '마지막', '문장', '##에서', '‘', '나', '##는', '나', '##다', '’', '라는', '말', '##이', '긴', '부분', '##이', '인상', '##적', '##이에', '##요', '.', '심리', '##적', '##인', '갈등', '##이나', '고민', '##들', '##을', '보여', '##주', '##고', '있', '##는', '글', '##이에', '##요', '.', '그런데', '이', '글', '##은', '굳이', '‘', '나', '##는', '나', '##다', '’', '라는', '말', '##을', '사용', '##하', '##지', '않아', '##도', '될', '것', '같', '##아요', '.', '언젠가', '그', '말', '##이', '어떤', '‘', '나', '’', '의', '모습', '##으로', '드러날', '날', '##이', '올', '거', '##예요', '.', '그', '누군가', '##는', '글쓴이', '##의', '모습', '##을', '지금', '##까지']

[29000 | 16009.98] loss=0.27937 avg=0.39860
[29001 | 16010.48] loss=0.29702 avg=0.39758
[29002 | 16010.99] loss=0.44721 avg=0.39808
[29003 | 16011.49] loss=0.32854 avg=0.39738
[29004 | 16011.99] loss=0.49848 avg=0.39839
[29005 | 16012.49] loss=0.54079 avg=0.39982
[29006 | 16012.99] loss=0.97189 avg=0.40554
[29007 | 16013.49] loss=0.31032 avg=0.40459
[29008 | 16013.99] loss=0.23975 avg=0.40294
[29009 | 16014.49] loss=0.27278 avg=0.40164
[29010 | 16014.99] loss=0.31989 avg=0.40082
[29011 | 16015.49] loss=0.25064 avg=0.39932
[29012 | 16015.99] loss=0.47719 avg=0.40009
[29013 | 16016.49] loss=0.19576 avg=0.39805
[29014 | 16016.99] loss=0.18365 avg=0.39591
[29015 | 16017.49] loss=0.56800 avg=0.39763
[29016 | 16017.99] loss=0.32609 avg=0.39691
[29017 | 16018.49] loss=0.89256 avg=0.40187
[29018 | 16018.99] loss=0.36916 avg=0.40154
[29019 | 16019.49] loss=0.31627 avg=0.40069
[29020 | 16019.99] loss=0.17262 avg=0.39841
[29021 | 16020.49] loss=0.41779 avg=0.39860
[29022 | 16021.00] loss=0.23551 avg=0.39697
[29023 | 16021.50] loss=0.41516 avg=0.39715
[29024 | 16022.00] loss=0.22058 avg=0.39539
[29025 | 16022.50] loss=0.70633 avg=0.39850
[29026 | 16023.00] loss=0.34648 avg=0.39798
[29027 | 16023.50] loss=0.67595 avg=0.40076
[29028 | 16024.01] loss=0.23346 avg=0.39908
[29029 | 16024.51] loss=0.46179 avg=0.39971
[29030 | 16025.01] loss=0.27949 avg=0.39851
[29031 | 16025.51] loss=0.23520 avg=0.39688
[29032 | 16026.01] loss=0.74902 avg=0.40040
[29033 | 16026.51] loss=0.26181 avg=0.39901
[29034 | 16027.01] loss=0.16928 avg=0.39671
[29035 | 16027.51] loss=0.46282 avg=0.39737
[29036 | 16028.01] loss=0.51579 avg=0.39856
[29037 | 16028.52] loss=0.19884 avg=0.39656
[29038 | 16029.02] loss=0.73750 avg=0.39997
[29039 | 16029.52] loss=0.19404 avg=0.39791
[29040 | 16030.02] loss=0.14910 avg=0.39542
[29041 | 16030.52] loss=0.42059 avg=0.39568
[29042 | 16031.02] loss=0.29046 avg=0.39462
[29043 | 16031.53] loss=0.58465 avg=0.39652
[29044 | 16032.03] loss=0.31321 avg=0.39569
[29045 | 16032.53] loss=0.31629 avg=0.39490
[29046 | 16033.03] loss=0.27245 avg=0.39367
[29047 | 16033.53] loss=0.34344 avg=0.39317
[29048 | 16034.03] loss=0.59864 avg=0.39522
[29049 | 16034.53] loss=0.19555 avg=0.39323
[29050 | 16035.03] loss=0.40370 avg=0.39333
[29051 | 16035.53] loss=0.93503 avg=0.39875
[29052 | 16036.03] loss=0.40551 avg=0.39882
[29053 | 16036.53] loss=0.30012 avg=0.39783
[29054 | 16037.03] loss=0.33811 avg=0.39723
[29055 | 16037.53] loss=0.30095 avg=0.39627
[29056 | 16038.03] loss=1.17729 avg=0.40408
[29057 | 16038.54] loss=0.38841 avg=0.40392
[29058 | 16039.04] loss=0.37985 avg=0.40368
[29059 | 16039.54] loss=0.35513 avg=0.40320
[29060 | 16040.04] loss=0.35267 avg=0.40269
[29061 | 16040.54] loss=0.69751 avg=0.40564
[29062 | 16041.04] loss=0.30726 avg=0.40466
[29063 | 16041.54] loss=0.25529 avg=0.40316
[29064 | 16042.04] loss=0.47983 avg=0.40393
[29065 | 16042.54] loss=0.27759 avg=0.40267
[29066 | 16043.04] loss=0.31473 avg=0.40179
[29067 | 16043.54] loss=0.41152 avg=0.40188
[29068 | 16044.04] loss=0.57394 avg=0.40360
[29069 | 16044.55] loss=0.52065 avg=0.40477
[29070 | 16045.05] loss=0.62332 avg=0.40696
[29071 | 16045.55] loss=0.36959 avg=0.40659
[29072 | 16046.05] loss=0.28912 avg=0.40541
[29073 | 16046.55] loss=0.16956 avg=0.40305
[29074 | 16047.05] loss=0.32966 avg=0.40232
[29075 | 16047.55] loss=0.30493 avg=0.40135
[29076 | 16048.05] loss=0.48712 avg=0.40220
[29077 | 16048.55] loss=0.21508 avg=0.40033
[29078 | 16049.05] loss=0.34003 avg=0.39973
[29079 | 16049.55] loss=0.43466 avg=0.40008
[29080 | 16050.05] loss=0.24152 avg=0.39849
[29081 | 16050.56] loss=0.26787 avg=0.39719
[29082 | 16051.06] loss=0.36470 avg=0.39686
[29083 | 16051.56] loss=0.76281 avg=0.40052
[29084 | 16052.07] loss=0.29868 avg=0.39950
[29085 | 16052.57] loss=0.29770 avg=0.39848
[29086 | 16053.07] loss=0.19512 avg=0.39645
[29087 | 16053.57] loss=0.46787 avg=0.39717
[29088 | 16054.08] loss=0.52132 avg=0.39841
[29089 | 16054.58] loss=0.45307 avg=0.39895
[29090 | 16055.08] loss=0.67320 avg=0.40170
[29091 | 16055.58] loss=0.49613 avg=0.40264
[29092 | 16056.08] loss=0.31766 avg=0.40179
[29093 | 16056.59] loss=0.47274 avg=0.40250
[29094 | 16057.09] loss=0.23645 avg=0.40084
[29095 | 16057.59] loss=0.25412 avg=0.39937
[29096 | 16058.09] loss=0.40189 avg=0.39940
[29097 | 16058.59] loss=0.63817 avg=0.40179
[29098 | 16059.10] loss=0.25221 avg=0.40029
[29099 | 16059.60] loss=0.27557 avg=0.39904
Generating samples...
======== SAMPLE 1 ========
['뺐', '##다', "'", ',', "'", '싫', '##다', '.', '싫', '##다', '.', "'", '라는', '말', '##을', '내뱉', '##은', '채', ',', '버스', '##를', '타', '##고', '고향', '##으로', '향했', '##다', '.', '난', '내', '##가', '이방인', '##이', '아닌', '그저', '평범', '##한', '학생', '##의', '친구', '##였음을', '깨달', '##았', '##다', '.', '사실', '내게', '이방인', '##은', '아니', '##었', '##다', '.', '세상', '##이란', '거대', '##한', '관념', ',', '그', '관념', '##이', '##라는', '벽', '사이', '##에', '갇힌', '존재', '##라는', '것', '##을', ',', '나', '##는', '처음', '##부터', '알', '##았', '##던', '것', '##이', '##었', '##다', '.', '나', '##는', '벽', '##을', '오르', '##기', '전', '##에', '몇', '번이', '##고', '깨지', '##거나', ',', '벽돌', '##을', '박', '##을', '박스', '##에', '집어넣', '##기', '등', '##을', '수없이', '반복', '##했', '##고', ',', '깨', '##진', '박스', '##더미', '위', '##에', '신문지', '##를', '깔', '##고', '글자', '##를', '쓰', '##면서', '글자', '##를', '쓰', '##고', '또', '읽', '##었', '##다', '.', '그때', '##의', ',', '그때', '##의', '나', '자신', '##의', '글자', '##는', '마치', '오랜', '세월', '##을', '감지', '않', '##은', '듯', '방바닥', '##에', '바르', '##지', '않', '##은', '채', '밟', '##히', '##고', '있', '##었', '##다', '.', '나', '##는', '그런', '과거', '##에', '세뇌', '##당하', '##지', '않', '##은', '현재', '##의', '나', '##는', '그런', '낯선', '오해', '##에', '일일이', '당하', '##고', '있', '##었', '##다', '.', '한참', '##이나', '밟', '##히', '##고', '있', '##었', '##을', '시간', '##에', '내', '##가', '그', '한', '조각', '##의', '돌', '##을', '발견', '##함', '##으로써', '마음', '##의', '문', '##을', '연', '것', '##이', '##다', '.', '지난', '기억', '##을', '되돌아보', '##며', '거듭', '기억', '##해', '보', '##았', '##다', '.', '내', '##가', '방황', '##했', '##던', '순간', '##들', '##은', ',', '내', '야망', '##찬', '삶', '##의', '순간순간', '##들', '##은', ',', '나', '##에게', '아무런', '가치']

[29100 | 16064.58] loss=0.30070 avg=0.39806
[29101 | 16065.08] loss=0.58065 avg=0.39988
[29102 | 16065.58] loss=0.30455 avg=0.39893
[29103 | 16066.08] loss=0.23030 avg=0.39725
[29104 | 16066.58] loss=0.27345 avg=0.39601
[29105 | 16067.08] loss=0.44432 avg=0.39649
[29106 | 16067.58] loss=0.54624 avg=0.39799
[29107 | 16068.08] loss=0.27121 avg=0.39672
[29108 | 16068.58] loss=0.51095 avg=0.39786
[29109 | 16069.08] loss=0.37741 avg=0.39766
[29110 | 16069.58] loss=0.50181 avg=0.39870
[29111 | 16070.09] loss=0.59879 avg=0.40070
[29112 | 16070.59] loss=0.68501 avg=0.40354
[29113 | 16071.09] loss=0.58706 avg=0.40538
[29114 | 16071.59] loss=0.22463 avg=0.40357
[29115 | 16072.09] loss=0.27172 avg=0.40225
[29116 | 16072.59] loss=0.21880 avg=0.40042
[29117 | 16073.09] loss=0.17135 avg=0.39813
[29118 | 16073.59] loss=0.23602 avg=0.39651
[29119 | 16074.09] loss=0.25918 avg=0.39513
[29120 | 16074.59] loss=0.82225 avg=0.39940
[29121 | 16075.10] loss=0.32590 avg=0.39867
[29122 | 16075.60] loss=0.28409 avg=0.39752
[29123 | 16076.10] loss=0.57157 avg=0.39926
[29124 | 16076.61] loss=0.22767 avg=0.39755
[29125 | 16077.11] loss=0.73684 avg=0.40094
[29126 | 16077.61] loss=0.57709 avg=0.40270
[29127 | 16078.11] loss=0.27082 avg=0.40138
[29128 | 16078.61] loss=0.30904 avg=0.40046
[29129 | 16079.11] loss=0.27097 avg=0.39917
[29130 | 16079.61] loss=0.33027 avg=0.39848
[29131 | 16080.11] loss=0.28021 avg=0.39729
[29132 | 16080.62] loss=0.24664 avg=0.39579
[29133 | 16081.12] loss=0.85489 avg=0.40038
[29134 | 16081.62] loss=0.21200 avg=0.39849
[29135 | 16082.12] loss=0.33991 avg=0.39791
[29136 | 16082.62] loss=0.21556 avg=0.39608
[29137 | 16083.12] loss=0.48275 avg=0.39695
[29138 | 16083.62] loss=0.43204 avg=0.39730
[29139 | 16084.13] loss=0.47977 avg=0.39813
[29140 | 16084.63] loss=0.21465 avg=0.39629
[29141 | 16085.13] loss=0.29202 avg=0.39525
[29142 | 16085.63] loss=0.59578 avg=0.39725
[29143 | 16086.13] loss=0.48247 avg=0.39811
[29144 | 16086.63] loss=0.53593 avg=0.39949
[29145 | 16087.13] loss=0.39222 avg=0.39941
[29146 | 16087.64] loss=0.24159 avg=0.39783
[29147 | 16088.14] loss=0.47965 avg=0.39865
[29148 | 16088.64] loss=0.80430 avg=0.40271
[29149 | 16089.14] loss=0.61529 avg=0.40483
[29150 | 16089.64] loss=0.21782 avg=0.40296
[29151 | 16090.14] loss=0.26912 avg=0.40163
[29152 | 16090.64] loss=0.82375 avg=0.40585
[29153 | 16091.15] loss=0.23342 avg=0.40412
[29154 | 16091.65] loss=0.28176 avg=0.40290
[29155 | 16092.15] loss=0.48982 avg=0.40377
[29156 | 16092.65] loss=0.30006 avg=0.40273
[29157 | 16093.15] loss=0.26215 avg=0.40133
[29158 | 16093.65] loss=0.40963 avg=0.40141
[29159 | 16094.15] loss=0.61430 avg=0.40354
[29160 | 16094.65] loss=0.20649 avg=0.40157
[29161 | 16095.15] loss=0.37432 avg=0.40129
[29162 | 16095.65] loss=0.55333 avg=0.40281
[29163 | 16096.16] loss=0.28975 avg=0.40168
[29164 | 16096.66] loss=0.36708 avg=0.40134
[29165 | 16097.16] loss=0.45344 avg=0.40186
[29166 | 16097.66] loss=0.17531 avg=0.39959
[29167 | 16098.16] loss=1.07368 avg=0.40633
[29168 | 16098.66] loss=0.28301 avg=0.40510
[29169 | 16099.17] loss=0.37597 avg=0.40481
[29170 | 16099.67] loss=0.37482 avg=0.40451
[29171 | 16100.17] loss=0.23729 avg=0.40284
[29172 | 16100.67] loss=0.53227 avg=0.40413
[29173 | 16101.17] loss=0.59165 avg=0.40601
[29174 | 16101.67] loss=0.44831 avg=0.40643
[29175 | 16102.17] loss=0.26662 avg=0.40503
[29176 | 16102.67] loss=0.15627 avg=0.40254
[29177 | 16103.17] loss=0.21337 avg=0.40065
[29178 | 16103.68] loss=0.28617 avg=0.39951
[29179 | 16104.18] loss=0.27663 avg=0.39828
[29180 | 16104.69] loss=0.20742 avg=0.39637
[29181 | 16105.19] loss=0.45226 avg=0.39693
[29182 | 16105.69] loss=1.32302 avg=0.40619
[29183 | 16106.19] loss=0.13659 avg=0.40349
[29184 | 16106.69] loss=0.48636 avg=0.40432
[29185 | 16107.19] loss=0.24177 avg=0.40270
[29186 | 16107.69] loss=0.29047 avg=0.40158
[29187 | 16108.19] loss=0.25794 avg=0.40014
[29188 | 16108.69] loss=0.24628 avg=0.39860
[29189 | 16109.19] loss=0.67647 avg=0.40138
[29190 | 16109.69] loss=0.38315 avg=0.40120
[29191 | 16110.19] loss=0.34191 avg=0.40060
[29192 | 16110.70] loss=0.22259 avg=0.39882
[29193 | 16111.20] loss=0.37054 avg=0.39854
[29194 | 16111.70] loss=0.20413 avg=0.39660
[29195 | 16112.20] loss=0.17836 avg=0.39441
[29196 | 16112.70] loss=0.26698 avg=0.39314
[29197 | 16113.20] loss=0.20584 avg=0.39127
[29198 | 16113.70] loss=0.38813 avg=0.39124
[29199 | 16114.20] loss=0.20755 avg=0.38940
Generating samples...
======== SAMPLE 1 ========
['##수록', '불안', '##한', '상황', '##이', '##지만', '나', '##한테', '주어진', '소중', '##한', '1', '##년', '##을', '즐겁', '##게', '보내', '##게', '해주', '##신', '작가', '##님의', '많', '##은', '모습', '##을', '생각', '##하', '##니', '미소', '##가', '저절로', '나왔', '##다', '.', '힘들', '##었', '##지만', '보람', '##된', '일', '##이', '##었', '##고', ',', '앞', '##으로', '##도', '더욱', '열심히', '글', '##을', '쓰', '##겠다는', '포부', '##를', '가슴', '##으로', '품', '##게', '하', '##는', '문장', '##이', '##었', '##다', '.', '쓰', '##기', '싫', '##어도', '꾹', '참고', '사실', '##대로', '표현', '##하', '##는', '버릇', '##이', '있', '##는', '아이', '##이', '##고', '학생', '##이', '##지만', '영어', '실력', '##이', '꽤', '좋', '##은', '편이', '##었', '##기', '때문', '##에', '걱정', '##이', '많', '##았', '##던', '내', '마음', '##과', '##는', '다르', '##게', '“', '오', '~', '물', '…', '집합', '!', '”', '이', '##라고', '말', '##하', '##는', '부분', '##이', '너무', '길', '##어', '##져', '있', '##었', '##다', '.', '너무', '짧', '##은', '문장', '##이', '##었', '##고', '내용', '또한', '가운', '##거리', '##가', '다', '끝', '##난', '다음', '##에', '##야', '드러났', '##다', '.', '잘', '생각', '##해', '##보', '##니', '내', '##가', '너무나', '허무', '##했었', '##던', '것', '##이', '##어서', '다시', '이', '##야', '##깃', '##거리', '##를', '던져', '##보', '##려', '했', '##지만', '너무', '뻔한', '거짓말', '##에', '궁', '##시', '##렁', '거', '##렸다', '.', '‘', '아', '!', '이', '##야', '##깃', '##거리', '##가', '뭐', '##지', '?', '’', '아무리', '어린아이', '##라도', '똑같', '##았', '##다', '.', '‘', '이걸', '##로', '뭘', '할지', '’', '이런', '생각', '##은', '더더욱', '층', '##위가', '##워', '##지지', '않', '##았', '##다', '.', '‘', '여기', '##서', '뭐', '할지', '?', '’', '라고', '생각', '##하', '##는데', '잘', '모르', '##겠다', '.', '그냥', '내', '##가', '할', '말', '그대로', '끝', '##날', '수도', '있', '##었', '##다', '.', '하루', '##만', '##에']

[29200 | 16119.33] loss=0.39760 avg=0.38948
[29201 | 16119.83] loss=0.12531 avg=0.38684
[29202 | 16120.33] loss=0.81314 avg=0.39110
[29203 | 16120.83] loss=0.22910 avg=0.38948
[29204 | 16121.33] loss=0.34686 avg=0.38906
[29205 | 16121.84] loss=0.21950 avg=0.38736
[29206 | 16122.34] loss=0.22813 avg=0.38577
[29207 | 16122.84] loss=0.30426 avg=0.38495
[29208 | 16123.34] loss=0.41279 avg=0.38523
[29209 | 16123.84] loss=0.33236 avg=0.38470
[29210 | 16124.34] loss=0.19229 avg=0.38278
[29211 | 16124.84] loss=0.65368 avg=0.38549
[29212 | 16125.34] loss=0.36466 avg=0.38528
[29213 | 16125.84] loss=0.26877 avg=0.38411
[29214 | 16126.34] loss=0.17878 avg=0.38206
[29215 | 16126.84] loss=0.38181 avg=0.38206
[29216 | 16127.34] loss=0.81385 avg=0.38638
[29217 | 16127.85] loss=1.11078 avg=0.39362
[29218 | 16128.35] loss=0.49754 avg=0.39466
[29219 | 16128.85] loss=0.52915 avg=0.39600
[29220 | 16129.35] loss=0.21442 avg=0.39419
[29221 | 16129.85] loss=0.39782 avg=0.39422
[29222 | 16130.35] loss=0.33747 avg=0.39366
[29223 | 16130.85] loss=0.20524 avg=0.39177
[29224 | 16131.36] loss=0.29253 avg=0.39078
[29225 | 16131.86] loss=0.24316 avg=0.38930
[29226 | 16132.36] loss=0.49546 avg=0.39037
[29227 | 16132.86] loss=1.07139 avg=0.39718
[29228 | 16133.36] loss=0.31143 avg=0.39632
[29229 | 16133.87] loss=0.31558 avg=0.39551
[29230 | 16134.37] loss=0.71195 avg=0.39868
[29231 | 16134.87] loss=0.24225 avg=0.39711
[29232 | 16135.37] loss=0.43749 avg=0.39752
[29233 | 16135.87] loss=0.28280 avg=0.39637
[29234 | 16136.37] loss=0.22409 avg=0.39465
[29235 | 16136.87] loss=0.37888 avg=0.39449
[29236 | 16137.38] loss=0.29282 avg=0.39347
[29237 | 16137.88] loss=0.19246 avg=0.39146
[29238 | 16138.38] loss=0.25697 avg=0.39012
[29239 | 16138.88] loss=0.29118 avg=0.38913
[29240 | 16139.38] loss=0.20181 avg=0.38725
[29241 | 16139.88] loss=0.21790 avg=0.38556
[29242 | 16140.38] loss=0.98273 avg=0.39153
[29243 | 16140.88] loss=0.31479 avg=0.39076
[29244 | 16141.38] loss=0.38853 avg=0.39074
[29245 | 16141.89] loss=0.16974 avg=0.38853
[29246 | 16142.39] loss=0.53028 avg=0.38995
[29247 | 16142.89] loss=0.19385 avg=0.38799
[29248 | 16143.39] loss=0.22045 avg=0.38631
[29249 | 16143.89] loss=0.24389 avg=0.38489
[29250 | 16144.39] loss=0.29640 avg=0.38400
[29251 | 16144.90] loss=0.18794 avg=0.38204
[29252 | 16145.40] loss=0.26665 avg=0.38089
[29253 | 16145.90] loss=0.36991 avg=0.38078
[29254 | 16146.40] loss=0.35334 avg=0.38051
[29255 | 16146.90] loss=0.21385 avg=0.37884
[29256 | 16147.40] loss=0.38488 avg=0.37890
[29257 | 16147.90] loss=0.29786 avg=0.37809
[29258 | 16148.41] loss=0.48967 avg=0.37920
[29259 | 16148.91] loss=0.36628 avg=0.37908
[29260 | 16149.41] loss=0.45589 avg=0.37984
[29261 | 16149.91] loss=0.31647 avg=0.37921
[29262 | 16150.41] loss=0.48549 avg=0.38027
[29263 | 16150.91] loss=0.30493 avg=0.37952
[29264 | 16151.41] loss=0.44538 avg=0.38018
[29265 | 16151.92] loss=0.30613 avg=0.37944
[29266 | 16152.42] loss=1.27433 avg=0.38839
[29267 | 16152.92] loss=0.48958 avg=0.38940
[29268 | 16153.42] loss=0.27016 avg=0.38821
[29269 | 16153.92] loss=0.78846 avg=0.39221
[29270 | 16154.42] loss=0.25493 avg=0.39084
[29271 | 16154.93] loss=0.52368 avg=0.39216
[29272 | 16155.43] loss=0.27486 avg=0.39099
[29273 | 16155.93] loss=0.67020 avg=0.39378
[29274 | 16156.43] loss=0.35876 avg=0.39343
[29275 | 16156.93] loss=0.54273 avg=0.39493
[29276 | 16157.43] loss=0.70205 avg=0.39800
[29277 | 16157.93] loss=0.16702 avg=0.39569
[29278 | 16158.43] loss=0.68913 avg=0.39862
[29279 | 16158.94] loss=0.36841 avg=0.39832
[29280 | 16159.44] loss=0.36570 avg=0.39799
[29281 | 16159.94] loss=0.40233 avg=0.39804
[29282 | 16160.44] loss=0.27788 avg=0.39684
[29283 | 16160.94] loss=0.31543 avg=0.39602
[29284 | 16161.44] loss=0.40065 avg=0.39607
[29285 | 16161.94] loss=0.28996 avg=0.39501
[29286 | 16162.44] loss=0.61030 avg=0.39716
[29287 | 16162.94] loss=0.22817 avg=0.39547
[29288 | 16163.44] loss=0.29777 avg=0.39449
[29289 | 16163.94] loss=0.33027 avg=0.39385
[29290 | 16164.44] loss=0.47173 avg=0.39463
[29291 | 16164.94] loss=0.44269 avg=0.39511
[29292 | 16165.45] loss=0.53693 avg=0.39653
[29293 | 16165.95] loss=0.26502 avg=0.39521
[29294 | 16166.45] loss=0.42626 avg=0.39552
